0.0000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.0100, 0.00000, 0.00000, 0.10000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.0200, 0.00000, 0.00000, 0.20000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.0300, 0.00000, 0.00000, 0.30000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.0400, 0.00000, 0.00000, 0.40000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.0500, 0.00000, 0.00000, 0.50000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.0600, 0.00000, 0.00000, 0.60000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.0700, 0.00000, 0.00000, 0.70000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.0800, 0.00000, 0.00000, 0.80000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.0900, 0.00000, 0.00000, 0.90000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.1000, 0.00000, 0.00000, 1.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.1100, 0.00000, 0.00000, 1.10000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.1200, 0.00000, 0.00000, 1.20000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.1300, 0.00000, 0.00000, 1.30000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.1400, 0.00000, 0.00000, 1.40000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.1500, 0.00000, 0.00000, 1.50000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.1600, 0.00000, 0.00000, 1.60000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.1700, 0.00000, 0.00000, 1.70000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.1800, 0.00000, 0.00000, 1.80000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.1900, 0.00000, 0.00000, 1.90000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.2000, 0.00000, 0.00000, 2.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.2100, 0.00000, 0.00000, 2.10000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.2200, 0.00000, 0.00000, 2.20000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.2300, 0.00000, 0.00000, 2.30000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.2400, 0.00000, 0.00000, 2.40000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.2500, 0.00000, 0.00000, 2.50000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.2600, 0.00000, 0.00000, 2.60000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.2700, 0.00000, 0.00000, 2.70000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.2800, 0.00000, 0.00000, 2.80000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.2900, 0.00000, 0.00000, 2.90000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.3000, 0.00000, 0.00000, 3.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.3100, 0.00000, 0.00000, 3.10000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.3200, 0.00000, 0.00000, 3.20000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.3300, 0.00000, 0.00000, 3.30000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.3400, 0.00000, 0.00000, 3.40000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.3500, 0.00000, 0.00000, 3.50000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.3600, 0.00000, 0.00000, 3.60000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.3700, 0.00000, 0.00000, 3.70000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.3800, 0.00000, 0.00000, 3.80000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.3900, 0.00000, 0.00000, 3.90000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.4000, 0.00000, 0.00000, 4.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.4100, 0.00000, 0.00000, 4.10000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.4200, 0.00000, 0.00000, 4.20000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.4300, 0.00000, 0.00000, 4.30000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.4400, 0.00000, 0.00000, 4.40000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.4500, 0.00000, 0.00000, 4.50000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
